network_level,alpha,beta,delta_q,final_A_user_share,final_A_merchant_share,final_B_user_share,final_B_merchant_share,final_B_average_share,state
弱网络效应,0.3,0.3,0.74,0.08344622706412265,0.08344622706412265,0.9165537729358774,0.9165537729358774,0.9165537729358774,平台锁定
弱网络效应,0.3,0.3,0.75,0.08162905901753538,0.08162905901753538,0.9183709409824646,0.9183709409824646,0.9183709409824646,平台锁定
弱网络效应,0.3,0.3,0.76,0.07985498038574965,0.07985498038574965,0.9201450196142503,0.9201450196142503,0.9201450196142503,平台锁定
弱网络效应,0.3,0.3,0.77,0.07812282039399848,0.07812282039399848,0.9218771796060015,0.9218771796060015,0.9218771796060015,平台锁定
弱网络效应,0.3,0.3,0.78,0.07643144621274424,0.07643144621274424,0.9235685537872558,0.9235685537872558,0.9235685537872558,平台锁定
弱网络效应,0.3,0.3,0.79,0.07477976149668558,0.07477976149668558,0.9252202385033144,0.9252202385033144,0.9252202385033144,平台锁定
弱网络效应,0.3,0.3,0.8,0.07316670498685418,0.07316670498685418,0.9268332950131458,0.9268332950131458,0.9268332950131458,平台锁定
弱网络效应,0.3,0.3,0.81,0.07159124917307637,0.07159124917307637,0.9284087508269236,0.9284087508269236,0.9284087508269236,平台锁定
弱网络效应,0.3,0.3,0.82,0.070052399014157,0.070052399014157,0.929947600985843,0.929947600985843,0.929947600985843,平台锁定
弱网络效应,0.3,0.3,0.83,0.068549190713232,0.068549190713232,0.931450809286768,0.931450809286768,0.931450809286768,平台锁定
弱网络效应,0.3,0.3,0.84,0.06708069054582554,0.06708069054582554,0.9329193094541745,0.9329193094541745,0.9329193094541745,平台锁定
弱网络效应,0.3,0.3,0.85,0.06564599373823976,0.06564599373823976,0.9343540062617602,0.9343540062617602,0.9343540062617602,平台锁定
弱网络效应,0.3,0.3,0.86,0.06424422339399864,0.06424422339399864,0.9357557766060014,0.9357557766060014,0.9357557766060014,平台锁定
弱网络效应,0.3,0.3,0.87,0.06287452946615733,0.06287452946615733,0.9371254705338427,0.9371254705338427,0.9371254705338427,平台锁定
弱网络效应,0.3,0.3,0.88,0.06153608777338171,0.06153608777338171,0.9384639122266183,0.9384639122266183,0.9384639122266183,平台锁定
弱网络效应,0.3,0.3,0.89,0.06022809905779102,0.06022809905779102,0.939771900942209,0.939771900942209,0.939771900942209,平台锁定
弱网络效应,0.3,0.3,0.9,0.058949788082643256,0.058949788082643256,0.9410502119173567,0.9410502119173567,0.9410502119173567,平台锁定
弱网络效应,0.3,0.3,0.91,0.0577004027680304,0.0577004027680304,0.9422995972319697,0.9422995972319697,0.9422995972319697,平台锁定
弱网络效应,0.3,0.3,0.92,0.056479213362831654,0.056479213362831654,0.9435207866371683,0.9435207866371683,0.9435207866371683,平台锁定
弱网络效应,0.3,0.3,0.93,0.055285511651252894,0.055285511651252894,0.944714488348747,0.944714488348747,0.944714488348747,平台锁定
弱网络效应,0.3,0.3,0.94,0.05411861019235889,0.05411861019235889,0.9458813898076411,0.9458813898076411,0.9458813898076411,平台锁定
弱网络效应,0.3,0.3,0.95,0.05297784159107841,0.05297784159107841,0.9470221584089216,0.9470221584089216,0.9470221584089216,平台锁定
弱网络效应,0.3,0.3,0.96,0.051862557799233974,0.051862557799233974,0.948137442200766,0.948137442200766,0.948137442200766,平台锁定
弱网络效应,0.3,0.3,0.97,0.05077212944521737,0.05077212944521737,0.9492278705547826,0.9492278705547826,0.9492278705547826,平台锁定
弱网络效应,0.3,0.3,0.98,0.049705945190996706,0.049705945190996706,0.9502940548090033,0.9502940548090033,0.9502940548090033,平台锁定
弱网络效应,0.3,0.3,0.99,0.04866341111520454,0.04866341111520454,0.9513365888847954,0.9513365888847954,0.9513365888847954,平台锁定
弱网络效应,0.3,0.3,1.0,0.04764395012111664,0.04764395012111664,0.9523560498788833,0.9523560498788833,0.9523560498788833,平台锁定
弱网络效应,0.3,0.3,1.01,0.046647001368387855,0.046647001368387855,0.9533529986316122,0.9533529986316122,0.9533529986316122,平台锁定
弱网络效应,0.3,0.3,1.02,0.04567201972746725,0.04567201972746725,0.9543279802725327,0.9543279802725327,0.9543279802725327,平台锁定
弱网络效应,0.3,0.3,1.03,0.04471847525566584,0.04471847525566584,0.9552815247443341,0.9552815247443341,0.9552815247443341,平台锁定
弱网络效应,0.3,0.3,1.04,0.04378585269390114,0.04378585269390114,0.9562141473060989,0.9562141473060989,0.9562141473060989,平台锁定
弱网络效应,0.3,0.3,1.05,0.04287365098318888,0.04287365098318888,0.9571263490168112,0.9571263490168112,0.9571263490168112,平台锁定
弱网络效应,0.3,0.3,1.06,0.041981382799998565,0.041981382799998565,0.9580186172000015,0.9580186172000015,0.9580186172000015,平台锁定
弱网络效应,0.3,0.3,1.07,0.04110857410963147,0.04110857410963147,0.9588914258903686,0.9588914258903686,0.9588914258903686,平台锁定
弱网络效应,0.3,0.3,1.08,0.040254763736820805,0.040254763736820805,0.9597452362631792,0.9597452362631792,0.9597452362631792,平台锁定
弱网络效应,0.3,0.3,1.09,0.03941950295279276,0.03941950295279276,0.9605804970472073,0.9605804970472073,0.9605804970472073,平台锁定
弱网络效应,0.3,0.3,1.1,0.038602355078063415,0.038602355078063415,0.9613976449219366,0.9613976449219366,0.9613976449219366,平台锁定
弱网络效应,0.3,0.3,1.11,0.037802895100282084,0.037802895100282084,0.9621971048997179,0.9621971048997179,0.9621971048997179,平台锁定
弱网络效应,0.3,0.3,1.12,0.03702070930646434,0.03702070930646434,0.9629792906935357,0.9629792906935357,0.9629792906935357,平台锁定
弱网络效应,0.3,0.3,1.13,0.03625539492899001,0.03625539492899001,0.96374460507101,0.96374460507101,0.96374460507101,平台锁定
弱网络效应,0.3,0.3,1.14,0.03550655980477108,0.03550655980477108,0.9644934401952289,0.9644934401952289,0.9644934401952289,平台锁定
弱网络效应,0.3,0.3,1.15,0.034773822047023,0.034773822047023,0.965226177952977,0.965226177952977,0.965226177952977,平台锁定
弱网络效应,0.3,0.3,1.16,0.03405680972910011,0.03405680972910011,0.9659431902708999,0.9659431902708999,0.9659431902708999,平台锁定
弱网络效应,0.3,0.3,1.17,0.03335516057988092,0.03335516057988092,0.966644839420119,0.966644839420119,0.966644839420119,平台锁定
弱网络效应,0.3,0.3,1.18,0.03266852169021448,0.03266852169021448,0.9673314783097855,0.9673314783097855,0.9673314783097855,平台锁定
弱网络效应,0.3,0.3,1.19,0.03199654922996079,0.03199654922996079,0.9680034507700392,0.9680034507700392,0.9680034507700392,平台锁定
弱网络效应,0.3,0.3,1.2,0.03133890817518141,0.03133890817518141,0.9686610918248186,0.9686610918248186,0.9686610918248186,平台锁定
弱网络效应,0.3,0.3,1.21,0.030695272045056454,0.030695272045056454,0.9693047279549436,0.9693047279549436,0.9693047279549436,平台锁定
弱网络效应,0.3,0.3,1.22,0.03006532264812479,0.03006532264812479,0.9699346773518752,0.9699346773518752,0.9699346773518752,平台锁定
弱网络效应,0.3,0.3,1.23,0.029448749837461312,0.029448749837461312,0.9705512501625387,0.9705512501625387,0.9705512501625387,平台锁定
弱网络效应,0.3,0.3,1.24,0.0288452512744258,0.0288452512744258,0.9711547487255742,0.9711547487255742,0.9711547487255742,平台锁定
弱网络效应,0.3,0.3,1.25,0.028254532200632232,0.028254532200632232,0.9717454677993678,0.9717454677993678,0.9717454677993678,平台锁定
弱网络效应,0.3,0.3,1.26,0.02767630521780482,0.02767630521780482,0.9723236947821952,0.9723236947821952,0.9723236947821952,平台锁定
弱网络效应,0.3,0.3,1.27,0.027110290075202263,0.027110290075202263,0.9728897099247977,0.9728897099247977,0.9728897099247977,平台锁定
弱网络效应,0.3,0.3,1.28,0.026556213464305804,0.026556213464305804,0.9734437865356942,0.9734437865356942,0.9734437865356942,平台锁定
弱网络效应,0.3,0.3,1.29,0.026013808820481148,0.026013808820481148,0.9739861911795189,0.9739861911795189,0.9739861911795189,平台锁定
弱网络效应,0.3,0.3,1.3,0.025482816131336766,0.025482816131336766,0.9745171838686633,0.9745171838686633,0.9745171838686633,平台锁定
弱网络效应,0.3,0.3,1.31,0.024962981751513878,0.024962981751513878,0.9750370182484861,0.9750370182484861,0.9750370182484861,平台锁定
弱网络效应,0.3,0.3,1.32,0.02445405822365574,0.02445405822365574,0.9755459417763442,0.9755459417763442,0.9755459417763442,平台锁定
弱网络效应,0.3,0.3,1.33,0.023955804105314005,0.023955804105314005,0.9760441958946859,0.9760441958946859,0.9760441958946859,平台锁定
弱网络效应,0.3,0.3,1.34,0.02346798380156204,0.02346798380156204,0.976532016198438,0.976532016198438,0.976532016198438,平台锁定
弱网络效应,0.3,0.3,1.35,0.02299036740309413,0.02299036740309413,0.9770096325969059,0.9770096325969059,0.9770096325969059,平台锁定
弱网络效应,0.3,0.3,1.36,0.022522730529599952,0.022522730529599952,0.9774772694704,0.9774772694704,0.9774772694704,平台锁定
弱网络效应,0.3,0.3,1.37,0.022064854178212526,0.022064854178212526,0.9779351458217874,0.9779351458217874,0.9779351458217874,平台锁定
弱网络效应,0.3,0.3,1.38,0.021616524576837014,0.021616524576837014,0.978383475423163,0.978383475423163,0.978383475423163,平台锁定
弱网络效应,0.3,0.3,1.39,0.021177533042175487,0.021177533042175487,0.9788224669578245,0.9788224669578245,0.9788224669578245,平台锁定
弱网络效应,0.3,0.3,1.4,0.02074767584227171,0.02074767584227171,0.9792523241577283,0.9792523241577283,0.9792523241577283,平台锁定
弱网络效应,0.3,0.3,1.41,0.02032675406340661,0.02032675406340661,0.9796732459365934,0.9796732459365934,0.9796732459365934,平台锁定
弱网络效应,0.3,0.3,1.42,0.01991457348118274,0.01991457348118274,0.9800854265188172,0.9800854265188172,0.9800854265188172,平台锁定
弱网络效应,0.3,0.3,1.43,0.019510944435643322,0.019510944435643322,0.9804890555643567,0.9804890555643567,0.9804890555643567,平台锁定
弱网络效应,0.3,0.3,1.44,0.01911568171027711,0.01911568171027711,0.9808843182897229,0.9808843182897229,0.9808843182897229,平台锁定
弱网络效应,0.3,0.3,1.45,0.018728604414767484,0.018728604414767484,0.9812713955852325,0.9812713955852325,0.9812713955852325,平台锁定
弱网络效应,0.3,0.3,1.46,0.01834953587134947,0.01834953587134947,0.9816504641286505,0.9816504641286505,0.9816504641286505,平台锁定
弱网络效应,0.3,0.3,1.47,0.017978303504644442,0.017978303504644442,0.9820216964953555,0.9820216964953555,0.9820216964953555,平台锁定
弱网络效应,0.3,0.3,1.48,0.01761473873484761,0.01761473873484761,0.9823852612651524,0.9823852612651524,0.9823852612651524,平台锁定
弱网络效应,0.3,0.3,1.49,0.017258676874148355,0.017258676874148355,0.9827413231258516,0.9827413231258516,0.9827413231258516,平台锁定
弱网络效应,0.3,0.3,1.5,0.01690995702626859,0.01690995702626859,0.9830900429737314,0.9830900429737314,0.9830900429737314,平台锁定
中等网络效应,0.8,0.8,0.0,0.6853849276785869,0.6853849276785869,0.31461507232141306,0.31461507232141306,0.31461507232141306,市场倾斜
中等网络效应,0.8,0.8,0.01,0.5655537874976923,0.5655537874976923,0.43444621250230775,0.43444621250230775,0.43444621250230775,双平台共存
中等网络效应,0.8,0.8,0.02,0.2581843968461958,0.2581843968461958,0.7418156031538041,0.7418156031538041,0.7418156031538041,市场倾斜
中等网络效应,0.8,0.8,0.03,0.24053325248446558,0.24053325248446558,0.7594667475155344,0.7594667475155344,0.7594667475155344,市场倾斜
中等网络效应,0.8,0.8,0.04,0.22615636748622303,0.22615636748622303,0.773843632513777,0.773843632513777,0.773843632513777,市场倾斜
中等网络效应,0.8,0.8,0.05,0.21387447697539405,0.21387447697539405,0.7861255230246059,0.7861255230246059,0.7861255230246059,市场倾斜
中等网络效应,0.8,0.8,0.06,0.2031256449792992,0.2031256449792992,0.7968743550207008,0.7968743550207008,0.7968743550207008,市场倾斜
中等网络效应,0.8,0.8,0.07,0.19355726133917076,0.19355726133917076,0.8064427386608293,0.8064427386608293,0.8064427386608293,平台锁定
中等网络效应,0.8,0.8,0.08,0.18493107793107239,0.18493107793107239,0.8150689220689276,0.8150689220689276,0.8150689220689276,平台锁定
中等网络效应,0.8,0.8,0.09,0.17707751454075546,0.17707751454075546,0.8229224854592445,0.8229224854592445,0.8229224854592445,平台锁定
中等网络效应,0.8,0.8,0.1,0.16987099478891662,0.16987099478891662,0.8301290052110833,0.8301290052110833,0.8301290052110833,平台锁定
中等网络效应,0.8,0.8,0.11,0.1632155822200517,0.1632155822200517,0.8367844177799483,0.8367844177799483,0.8367844177799483,平台锁定
中等网络效应,0.8,0.8,0.12,0.157036111511324,0.157036111511324,0.842963888488676,0.842963888488676,0.842963888488676,平台锁定
中等网络效应,0.8,0.8,0.13,0.15127245061633945,0.15127245061633945,0.8487275493836606,0.8487275493836606,0.8487275493836606,平台锁定
中等网络效应,0.8,0.8,0.14,0.145875643628076,0.145875643628076,0.854124356371924,0.854124356371924,0.854124356371924,平台锁定
中等网络效应,0.8,0.8,0.15,0.14080523362968486,0.14080523362968486,0.8591947663703151,0.8591947663703151,0.8591947663703151,平台锁定
中等网络效应,0.8,0.8,0.16,0.13602735342353423,0.13602735342353423,0.8639726465764658,0.8639726465764658,0.8639726465764658,平台锁定
中等网络效应,0.8,0.8,0.17,0.13151333174746024,0.13151333174746024,0.8684866682525397,0.8684866682525397,0.8684866682525397,平台锁定
中等网络效应,0.8,0.8,0.18,0.127238654956613,0.127238654956613,0.872761345043387,0.872761345043387,0.872761345043387,平台锁定
中等网络效应,0.8,0.8,0.19,0.12318217962673943,0.12318217962673943,0.8768178203732606,0.8768178203732606,0.8768178203732606,平台锁定
中等网络效应,0.8,0.8,0.2,0.11932552596560493,0.11932552596560493,0.880674474034395,0.880674474034395,0.880674474034395,平台锁定
中等网络效应,0.8,0.8,0.21,0.11565260391111595,0.11565260391111595,0.884347396088884,0.884347396088884,0.884347396088884,平台锁定
中等网络效应,0.8,0.8,0.22,0.11214923820299744,0.11214923820299744,0.8878507617970026,0.8878507617970026,0.8878507617970026,平台锁定
中等网络效应,0.8,0.8,0.23,0.10880286837075857,0.10880286837075857,0.8911971316292414,0.8911971316292414,0.8911971316292414,平台锁定
中等网络效应,0.8,0.8,0.24,0.10560230618439075,0.10560230618439075,0.8943976938156093,0.8943976938156093,0.8943976938156093,平台锁定
中等网络效应,0.8,0.8,0.25,0.10253753771398211,0.10253753771398211,0.8974624622860179,0.8974624622860179,0.8974624622860179,平台锁定
中等网络效应,0.8,0.8,0.26,0.09959956040197392,0.09959956040197392,0.9004004395980261,0.9004004395980261,0.9004004395980261,平台锁定
中等网络效应,0.8,0.8,0.27,0.09678024789392962,0.09678024789392962,0.9032197521060704,0.9032197521060704,0.9032197521060704,平台锁定
中等网络效应,0.8,0.8,0.28,0.09407223708114303,0.09407223708114303,0.905927762918857,0.905927762918857,0.905927762918857,平台锁定
中等网络效应,0.8,0.8,0.29,0.09146883306909005,0.09146883306909005,0.90853116693091,0.90853116693091,0.90853116693091,平台锁定
中等网络效应,0.8,0.8,0.3,0.08896392872751234,0.08896392872751234,0.9110360712724876,0.9110360712724876,0.9110360712724876,平台锁定
中等网络效应,0.8,0.8,0.31,0.08655193618913536,0.08655193618913536,0.9134480638108646,0.9134480638108646,0.9134480638108646,平台锁定
中等网络效应,0.8,0.8,0.32,0.08422772820655233,0.08422772820655233,0.9157722717934477,0.9157722717934477,0.9157722717934477,平台锁定
中等网络效应,0.8,0.8,0.33,0.08198658769454052,0.08198658769454052,0.9180134123054595,0.9180134123054595,0.9180134123054595,平台锁定
中等网络效应,0.8,0.8,0.34,0.07982416410954268,0.07982416410954268,0.9201758358904573,0.9201758358904573,0.9201758358904573,平台锁定
中等网络效应,0.8,0.8,0.35,0.07773643557213535,0.07773643557213535,0.9222635644278646,0.9222635644278646,0.9222635644278646,平台锁定
中等网络效应,0.8,0.8,0.36,0.07571967583880203,0.07571967583880203,0.924280324161198,0.924280324161198,0.924280324161198,平台锁定
中等网络效应,0.8,0.8,0.37,0.07377042538868205,0.07377042538868205,0.9262295746113179,0.9262295746113179,0.9262295746113179,平台锁定
中等网络效应,0.8,0.8,0.38,0.07188546601847239,0.07188546601847239,0.9281145339815277,0.9281145339815277,0.9281145339815277,平台锁定
中等网络效应,0.8,0.8,0.39,0.07006179844133717,0.07006179844133717,0.9299382015586628,0.9299382015586628,0.9299382015586628,平台锁定
中等网络效应,0.8,0.8,0.4,0.06829662246885913,0.06829662246885913,0.9317033775311409,0.9317033775311409,0.9317033775311409,平台锁定
中等网络效应,0.8,0.8,0.41,0.06658731942283734,0.06658731942283734,0.9334126805771626,0.9334126805771626,0.9334126805771626,平台锁定
中等网络效应,0.8,0.8,0.42,0.06493143647924896,0.06493143647924896,0.9350685635207511,0.9350685635207511,0.9350685635207511,平台锁定
中等网络效应,0.8,0.8,0.43,0.06332667269239524,0.06332667269239524,0.9366733273076048,0.9366733273076048,0.9366733273076048,平台锁定
中等网络效应,0.8,0.8,0.44,0.0617708664850643,0.0617708664850643,0.9382291335149358,0.9382291335149358,0.9382291335149358,平台锁定
中等网络效应,0.8,0.8,0.45,0.06026198442197197,0.06026198442197197,0.939738015578028,0.939738015578028,0.939738015578028,平台锁定
中等网络效应,0.8,0.8,0.46,0.05879811110997435,0.05879811110997435,0.9412018888900257,0.9412018888900257,0.9412018888900257,平台锁定
中等网络效应,0.8,0.8,0.47,0.057377440090541916,0.057377440090541916,0.9426225599094581,0.9426225599094581,0.9426225599094581,平台锁定
