k,final_x,final_y,concentration,market_state,directional_state
0.8500000000000001,0.9748173118660493,0.9748173118660493,0.9496346237320985,市场锁定,平台A锁定
0.875,0.9772005187075206,0.9772005187075206,0.9544010374150411,市场锁定,平台A锁定
0.9,0.9793401834072866,0.9793401834072866,0.9586803668145731,市场锁定,平台A锁定
0.925,0.9812640361802278,0.9812640361802278,0.9625280723604557,市场锁定,平台A锁定
0.9500000000000001,0.982996193662292,0.982996193662292,0.9659923873245839,市场锁定,平台A锁定
0.9750000000000001,0.9845577047194172,0.9845577047194172,0.9691154094388343,市场锁定,平台A锁定
1.0,0.9859670009962436,0.9859670009962436,0.9719340019924871,市场锁定,平台A锁定
1.0250000000000001,0.9872402711795365,0.9872402711795365,0.974480542359073,市场锁定,平台A锁定
1.05,0.9883917737000345,0.9883917737000345,0.976783547400069,市场锁定,平台A锁定
1.075,0.989434099402007,0.989434099402007,0.978868198804014,市场锁定,平台A锁定
1.1,0.9903783932842014,0.9903783932842014,0.9807567865684028,市场锁定,平台A锁定
1.125,0.9912345425562066,0.9912345425562066,0.9824690851124132,市场锁定,平台A锁定
1.1500000000000001,0.9920113368157968,0.9920113368157968,0.9840226736315936,市场锁定,平台A锁定
1.175,0.9927166050309204,0.9927166050309204,0.9854332100618408,市场锁定,平台A锁定
1.2000000000000002,0.9933573331283216,0.9933573331283216,0.9867146662566433,市场锁定,平台A锁定
1.225,0.9939397652929081,0.9939397652929081,0.9878795305858161,市场锁定,平台A锁定
1.25,0.9944694915259258,0.9944694915259258,0.9889389830518516,市场锁定,平台A锁定
1.2750000000000001,0.9949515235641926,0.9949515235641926,0.9899030471283852,市场锁定,平台A锁定
1.3,0.9953903609030998,0.9953903609030998,0.9907807218061997,市场锁定,平台A锁定
1.3250000000000002,0.9957900483745761,0.9957900483745761,0.9915800967491522,市场锁定,平台A锁定
1.35,0.9961542264935783,0.9961542264935783,0.9923084529871566,市场锁定,平台A锁定
1.375,0.9964861755920587,0.9964861755920587,0.9929723511841173,市场锁定,平台A锁定
1.4000000000000001,0.9967888545992176,0.9967888545992176,0.9935777091984352,市场锁定,平台A锁定
1.425,0.9970649351945085,0.9970649351945085,0.9941298703890169,市场锁定,平台A锁定
1.4500000000000002,0.9973168319500327,0.9973168319500327,0.9946336639000655,市场锁定,平台A锁定
1.475,0.9975467289874762,0.9975467289874762,0.9950934579749524,市场锁定,平台A锁定
1.5,0.9977566035982084,0.9977566035982084,0.9955132071964168,市场锁定,平台A锁定
1.5250000000000001,0.9979482472109695,0.9979482472109695,0.9958964944219391,市场锁定,平台A锁定
1.55,0.9981232840374821,0.9981232840374821,0.9962465680749641,市场锁定,平台A锁定
1.5750000000000002,0.9982831876806493,0.9982831876806493,0.9965663753612986,市场锁定,平台A锁定
1.6,0.998429295951281,0.998429295951281,0.9968585919025621,市场锁定,平台A锁定
1.625,0.9985628241063731,0.9985628241063731,0.9971256482127462,市场锁定,平台A锁定
1.6500000000000001,0.9986848766939223,0.9986848766939223,0.9973697533878445,市场锁定,平台A锁定
1.675,0.9987964581652613,0.9987964581652613,0.9975929163305226,市场锁定,平台A锁定
1.7000000000000002,0.9988984823953502,0.9988984823953502,0.9977969647907003,市场锁定,平台A锁定
1.725,0.9989917812337965,0.9989917812337965,0.997983562467593,市场锁定,平台A锁定
1.75,0.999077112194154,0.999077112194154,0.9981542243883079,市场锁定,平台A锁定
1.7750000000000001,0.9991551653759128,0.9991551653759128,0.9983103307518255,市场锁定,平台A锁定
1.8,0.9992265697022225,0.9992265697022225,0.9984531394044449,市场锁定,平台A锁定
1.8250000000000002,0.9992918985465213,0.9992918985465213,0.9985837970930427,市场锁定,平台A锁定
1.85,0.9993516748126681,0.9993516748126681,0.9987033496253361,市场锁定,平台A锁定
1.875,0.9994063755257065,0.9994063755257065,0.9988127510514131,市场锁定,平台A锁定
1.9000000000000001,0.9994564359838616,0.9994564359838616,0.9989128719677232,市场锁定,平台A锁定
1.925,0.9995022535166758,0.9995022535166758,0.9990045070333515,市场锁定,平台A锁定
1.9500000000000002,0.9995441908891787,0.9995441908891787,0.9990883817783573,市场锁定,平台A锁定
1.975,0.999582579387609,0.999582579387609,0.9991651587752179,市场锁定,平台A锁定
2.0,0.9996177216183362,0.9996177216183362,0.9992354432366723,市场锁定,平台A锁定
2.025,0.999649894048237,0.999649894048237,0.999299788096474,市场锁定,平台A锁定
2.0500000000000003,0.9996793493117737,0.9996793493117737,0.9993586986235474,市场锁定,平台A锁定
2.075,0.99970631830737,0.99970631830737,0.99941263661474,市场锁定,平台A锁定
2.1,0.9997310121033327,0.9997310121033327,0.9994620242066654,市场锁定,平台A锁定
2.125,0.9997536236714752,0.9997536236714752,0.9995072473429505,市场锁定,平台A锁定
2.15,0.999774329464761,0.999774329464761,0.9995486589295219,市场锁定,平台A锁定
2.1750000000000003,0.9997932908536271,0.9997932908536271,0.9995865817072542,市场锁定,平台A锁定
2.2,0.9998106554341852,0.9998106554341852,0.9996213108683705,市场锁定,平台A锁定
2.225,0.999826558220196,0.999826558220196,0.9996531164403919,市场锁定,平台A锁定
2.25,0.9998411227295327,0.9998411227295327,0.9996822454590655,市场锁定,平台A锁定
2.275,0.9998544619748144,0.9998544619748144,0.9997089239496288,市场锁定,平台A锁定
2.3000000000000003,0.9998666793669535,0.9998666793669535,0.999733358733907,市场锁定,平台A锁定
2.325,0.9998778695395176,0.9998778695395176,0.9997557390790353,市场锁定,平台A锁定
2.35,0.9998881191010582,0.9998881191010582,0.9997762382021165,市场锁定,平台A锁定
2.375,0.999897507321885,0.999897507321885,0.99979501464377,市场锁定,平台A锁定
2.4000000000000004,0.9999061067611485,0.9999061067611485,0.9998122135222971,市场锁定,平台A锁定
2.4250000000000003,0.9999139838395577,0.9999139838395577,0.9998279676791153,市场锁定,平台A锁定
2.45,0.9999211993625512,0.9999211993625512,0.9998423987251024,市场锁定,平台A锁定
2.475,0.9999278089983152,0.9999278089983152,0.9998556179966305,市场锁定,平台A锁定
2.5,0.9999338637146191,0.9999338637146191,0.9998677274292382,市场锁定,平台A锁定
