alpha,beta,final_x,final_y,combined_share,concentration,market_state,directional_state
1.3,0.0,0.50000000000001,0.500000000000002,0.500000000000006,1.199040866595169e-14,双平台共存,双平台共存
1.35,0.0,0.5000000000000104,0.500000000000002,0.5000000000000062,1.2434497875801753e-14,双平台共存,双平台共存
1.4000000000000001,0.0,0.5000000000000107,0.500000000000002,0.5000000000000063,1.2656542480726785e-14,双平台共存,双平台共存
1.4500000000000002,0.0,0.5000000000000111,0.500000000000002,0.5000000000000066,1.3100631690576847e-14,双平台共存,双平台共存
1.5,0.0,0.5000000000000113,0.500000000000002,0.5000000000000067,1.3322676295501878e-14,双平台共存,双平台共存
1.55,0.0,0.5000000000000115,0.500000000000002,0.5000000000000068,1.354472090042691e-14,双平台共存,双平台共存
1.6,0.0,0.500000000000012,0.500000000000002,0.500000000000007,1.3988810110276972e-14,双平台共存,双平台共存
1.6500000000000001,0.0,0.5000000000000122,0.500000000000002,0.5000000000000071,1.4210854715202004e-14,双平台共存,双平台共存
1.7000000000000002,0.0,0.5000000000000127,0.500000000000002,0.5000000000000073,1.4654943925052066e-14,双平台共存,双平台共存
1.75,0.0,0.5000000000000129,0.500000000000002,0.5000000000000074,1.4876988529977098e-14,双平台共存,双平台共存
1.8,0.0,0.5000000000000131,0.500000000000002,0.5000000000000075,1.509903313490213e-14,双平台共存,双平台共存
1.85,0.0,0.5000000000000135,0.500000000000002,0.5000000000000078,1.554312234475219e-14,双平台共存,双平台共存
1.9000000000000001,0.0,0.5000000000000138,0.500000000000002,0.5000000000000079,1.5765166949677223e-14,双平台共存,双平台共存
1.9500000000000002,0.0,0.5000000000000142,0.500000000000002,0.5000000000000081,1.6209256159527285e-14,双平台共存,双平台共存
2.0,0.0,0.5000000000000144,0.500000000000002,0.5000000000000082,1.6431300764452317e-14,双平台共存,双平台共存
2.0500000000000003,0.0,0.5000000000000147,0.500000000000002,0.5000000000000083,1.6653345369377348e-14,双平台共存,双平台共存
2.1,0.0,0.5000000000000151,0.500000000000002,0.5000000000000085,1.709743457922741e-14,双平台共存,双平台共存
2.15,0.0,0.5000000000000153,0.500000000000002,0.5000000000000087,1.7319479184152442e-14,双平台共存,双平台共存
2.2,0.0,0.5000000000000158,0.500000000000002,0.5000000000000089,1.7763568394002505e-14,双平台共存,双平台共存
2.25,0.0,0.500000000000016,0.500000000000002,0.500000000000009,1.7985612998927536e-14,双平台共存,双平台共存
2.3000000000000003,0.0,0.5000000000000162,0.500000000000002,0.5000000000000091,1.8207657603852567e-14,双平台共存,双平台共存
2.35,0.0,0.5000000000000167,0.500000000000002,0.5000000000000093,1.865174681370263e-14,双平台共存,双平台共存
2.4000000000000004,0.0,0.5000000000000169,0.500000000000002,0.5000000000000094,1.887379141862766e-14,双平台共存,双平台共存
2.45,0.0,0.5000000000000173,0.500000000000002,0.5000000000000097,1.9317880628477724e-14,双平台共存,双平台共存
2.5,0.0,0.5000000000000175,0.500000000000002,0.5000000000000098,1.9539925233402755e-14,双平台共存,双平台共存
0.0,0.05,0.500000000000002,0.5000000000000022,0.5000000000000021,4.218847493575595e-15,双平台共存,双平台共存
0.05,0.05,0.5000000000000024,0.5000000000000024,0.5000000000000024,4.884981308350689e-15,双平台共存,双平台共存
0.1,0.05,0.5000000000000027,0.5000000000000024,0.5000000000000026,5.10702591327572e-15,双平台共存,双平台共存
0.15000000000000002,0.05,0.5000000000000164,0.5000000000000094,0.5000000000000129,2.5868196473766147e-14,双平台共存,双平台共存
0.2,0.05,0.500000000000095,0.5000000000000476,0.5000000000000713,1.4266365866433262e-13,双平台共存,双平台共存
0.25,0.05,0.5000000000004483,0.5000000000002003,0.5000000000003243,6.485922909860165e-13,双平台共存,双平台共存
0.30000000000000004,0.05,0.5000000000018074,0.5000000000007379,0.5000000000012726,2.545297306255634e-12,双平台共存,双平台共存
0.35000000000000003,0.05,0.5000000000064856,0.5000000000024513,0.5000000000044684,8.93685125902266e-12,双平台共存,双平台共存
0.4,0.05,0.5000000000212252,0.5000000000075041,0.5000000000143647,2.8729352230527638e-11,双平台共存,双平台共存
0.45,0.05,0.5000000000644353,0.5000000000214784,0.5000000000429569,8.591372058219804e-11,双平台共存,双平台共存
0.5,0.05,0.5000000001837154,0.500000000058096,0.5000000001209057,2.41811348722365e-10,双平台共存,双平台共存
0.55,0.05,0.5000000004965437,0.5000000001497136,0.5000000003231286,6.462572699206248e-10,双平台共存,双平台共存
0.6000000000000001,0.05,0.5000000012814233,0.5000000003699152,0.5000000008256693,1.6513385103777978e-09,双平台共存,双平台共存
0.65,0.05,0.5000000031756512,0.5000000008807672,0.5000000020282092,4.056418423381558e-09,双平台共存,双平台共存
0.7000000000000001,0.05,0.500000007592531,0.5000000020291893,0.5000000048108602,9.621720309382908e-09,双平台共存,双平台共存
0.75,0.05,0.5000000175793908,0.5000000045389792,0.500000011059185,2.2118370024415412e-08,双平台共存,双平台共存
0.8,0.05,0.5000000395420536,0.5000000098855133,0.5000000247137835,4.942756692827288e-08,双平台共存,双平台共存
0.8500000000000001,0.05,0.5000000866386248,0.500000021012953,0.5000000538257889,1.0765157787417934e-07,双平台共存,双平台共存
0.9,0.05,0.5000001853306496,0.5000000436828531,0.5000001145067514,2.2901350271720133e-07,双平台共存,双平台共存
0.9500000000000001,0.05,0.5000003878048483,0.5000000889685338,0.500000238386691,4.767733821076092e-07,双平台共存,双平台共存
1.0,0.05,0.5000007951366211,0.5000001777979537,0.5000004864672873,9.729345747944151e-07,双平台共存,双平台共存
1.05,0.05,0.5000015998140916,0.5000003491080558,0.5000009744610737,1.948922147443355e-06,双平台共存,双平台共存
1.1,0.05,0.5000031626600091,0.5000006742813795,0.5000019184706943,3.836941388613013e-06,双平台共存,双平台共存
1.1500000000000001,0.05,0.5000061500335962,0.5000012823706519,0.500003716202124,7.432404248053359e-06,双平台共存,双平台共存
1.2000000000000002,0.05,0.5000117752695306,0.5000024036168285,0.5000070894431795,1.417888635901754e-05,双平台共存,双平台共存
1.25,0.05,0.5000222180169611,0.500004443603395,0.5000133308101781,2.6661620356138727e-05,双平台共存,双平台共存
1.3,0.05,0.5000413432377465,0.5000081080760196,0.500024725656883,4.9451313766102345e-05,双平台共存,双平台共存
1.35,0.05,0.5000759182135923,0.5000146104671283,0.5000452643403603,9.052868072056963e-05,双平台共存,双平台共存
1.4000000000000001,0.05,0.5001376455254971,0.5000260125598884,0.5000818290426927,0.00016365808538554294,双平台共存,双平台共存
1.4500000000000002,0.05,0.5002465122512711,0.5000457761793954,0.5001461442153332,0.0002922884306665319,双平台共存,双平台共存
1.5,0.05,0.500436224222662,0.5000796433012715,0.5002579337619668,0.0005158675239335109,双平台共存,双平台共存
1.55,0.05,0.5007628700692349,0.5001370156078468,0.5004499428385409,0.0008998856770817687,双平台共存,双平台共存
1.6,0.05,0.5013184396201044,0.5002330698949056,0.5007757547575049,0.00155150951500993,双平台共存,双平台共存
1.6500000000000001,0.05,0.5022513177449082,0.5003919065242243,0.5013216121345663,0.002643224269132438,双平台共存,双平台共存
1.7000000000000002,0.05,0.5037960649116705,0.5006510310402864,0.5022235479759785,0.004447095951956914,双平台共存,双平台共存
1.75,0.05,0.5063137617880084,0.5010672712953529,0.5036905165416806,0.007381033083361244,双平台共存,双平台共存
1.8,0.05,0.510339671296635,0.5017234969660403,0.5060315841313376,0.012063168262675394,双平台共存,双平台共存
1.85,0.05,0.5166221959470632,0.5027335623423687,0.5096778791447159,0.019355758289431813,双平台共存,双平台共存
1.9000000000000001,0.05,0.5261090133586753,0.5042388304300959,0.5151739218943856,0.0303478437887712,双平台共存,双平台共存
1.9500000000000002,0.05,0.5397934375137979,0.5063838627987683,0.5230886501562831,0.04617730031256628,双平台共存,双平台共存
2.0,0.05,0.558322564628079,0.5092583261858799,0.5337904454069795,0.0675808908139589,双平台共存,双平台共存
2.0500000000000003,0.05,0.581423420622659,0.5128152295174386,0.5471193250700488,0.09423865014009758,双平台共存,双平台共存
2.1,0.05,0.6075812504234672,0.5168275506437957,0.5622044005336315,0.12440880106726293,双平台共存,双平台共存
2.15,0.05,0.6345088765813608,0.5209567949886379,0.5777328357849993,0.1554656715699987,双平台共存,双平台共存
2.2,0.05,0.6601782196228725,0.5249004473978761,0.5925393335103744,0.1850786670207486,双平台共存,双平台共存
2.25,0.05,0.6834879366037045,0.5284896826514563,0.6059888096275805,0.2119776192551609,市场倾斜,市场倾斜
2.3000000000000003,0.05,0.7041942319252807,0.5316827716202207,0.6179385017727508,0.23587700354550145,市场倾斜,市场倾斜
2.35,0.05,0.7225144178686594,0.5345090285977542,0.6285117232332068,0.2570234464664136,市场倾斜,市场倾斜
2.4000000000000004,0.05,0.7388075214869064,0.5370214067625682,0.6379144641247373,0.2758289282494746,市场倾斜,市场倾斜
2.45,0.05,0.753420264237064,0.5392724958014324,0.6463463800192482,0.2926927600384964,市场倾斜,市场倾斜
2.5,0.05,0.7666396480869213,0.5413065143659972,0.6539730812264593,0.3079461624529185,市场倾斜,市场倾斜
0.0,0.1,0.500000000000002,0.5000000000000027,0.5000000000000023,4.6629367034256575e-15,双平台共存,双平台共存
0.05,0.1,0.5000000000000024,0.5000000000000027,0.5000000000000026,5.10702591327572e-15,双平台共存,双平台共存
0.1,0.1,0.5000000000000636,0.5000000000000636,0.5000000000000636,1.2723155862204294e-13,双平台共存,双平台共存
0.15000000000000002,0.1,0.5000000000011665,0.5000000000009525,0.5000000000010595,2.1189716647995738e-12,双平台共存,双平台共存
0.2,0.1,0.5000000000134002,0.5000000000094754,0.5000000000114377,2.2875590310889038e-11,双平台共存,双平台共存
0.25,0.1,0.5000000001141552,0.5000000000721982,0.5000000000931768,1.8635348819628916e-10,双平台共存,双平台共存
0.30000000000000004,0.1,0.500000000786703,0.5000000004542031,0.500000000620453,1.2409061556084566e-09,双平台共存,双平台共存
0.35000000000000003,0.1,0.5000000046182493,0.500000002468558,0.5000000035434037,7.0868073631658035e-09,双平台共存,双平台共存
0.4,0.1,0.5000000238816651,0.5000000119408325,0.5000000179112488,3.582249763489642e-08,双平台共存,双平台共存
0.45,0.1,0.5000001113432375,0.5000000524877054,0.5000000819154715,1.638309429230489e-07,双平台共存,双平台共存
0.5,0.1,0.500000475987915,0.5000002128682669,0.5000003444280909,6.888561818740868e-07,双平台共存,双平台共存
0.55,0.1,0.5000018895490439,0.5000008057064197,0.5000013476277319,2.695255463591728e-06,双平台共存,双平台共存
0.6000000000000001,0.1,0.5000070337079321,0.5000028714992389,0.5000049526035855,9.905207171034824e-06,双平台共存,双平台共存
0.65,0.1,0.5000247393721103,0.5000097035800949,0.5000172214761026,3.444295220522697e-05,双平台共存,双平台共存
0.7000000000000001,0.1,0.5000827134648218,0.5000312627513872,0.5000569881081045,0.00011397621620901077,双平台共存,双平台共存
0.75,0.1,0.500264090682314,0.5000964322901708,0.5001802614862424,0.00036052297248478915,双平台共存,双平台共存
0.8,0.1,0.5008078467018251,0.5002856171465913,0.5005467319242082,0.001093463848416354,双平台共存,双平台共存
0.8500000000000001,0.1,0.5023709737799004,0.5008132422938838,0.5015921080368921,0.003184216073784163,双平台共存,双平台共存
0.9,0.1,0.5066633147095753,0.5022212117798158,0.5044422632446955,0.008884526489391087,双平台共存,双平台共存
0.9500000000000001,0.1,0.5177451241914832,0.5057592323873283,0.5117521782894058,0.023504356578811558,双平台共存,双平台共存
1.0,0.1,0.5433209860882876,0.5137269806702265,0.528523983379257,0.05704796675851409,双平台共存,双平台共存
1.05,0.1,0.5898644475961937,0.5279763627725358,0.5589204051843648,0.11784081036872951,双平台共存,双平台共存
1.1,0.1,0.646744326158862,0.5453093901230478,0.5960268581409549,0.19205371628190981,双平台共存,双平台共存
1.1500000000000001,0.1,0.6949181887442757,0.560004878651304,0.6274615336977898,0.2549230673955797,市场倾斜,市场倾斜
1.2000000000000002,0.1,0.7310372417042562,0.5709601125320969,0.6509986771181766,0.3019973542363531,市场倾斜,市场倾斜
1.25,0.1,0.7591389031855325,0.5793917098058262,0.6692653064956793,0.33853061299135867,市场倾斜,市场倾斜
1.3,0.1,0.7822025320319586,0.5862389232397716,0.6842207276358651,0.3684414552717301,市场倾斜,市场倾斜
1.35,0.1,0.8017925863335125,0.5920031415618805,0.6968978639476965,0.39379572789539297,市场倾斜,市场倾斜
1.4000000000000001,0.1,0.8187768594124396,0.5969627367307153,0.7078697980715775,0.4157395961431549,市场倾斜,市场倾斜
1.4500000000000002,0.1,0.8336991367928985,0.6012911473354924,0.7174951420641955,0.4349902841283909,市场倾斜,市场倾斜
1.5,0.1,0.8469351118628748,0.6051073856945026,0.7260212487786888,0.45204249755737747,市场倾斜,市场倾斜
1.55,0.1,0.8587614951510323,0.6084985611875762,0.7336300281693042,0.46726005633860845,市场倾斜,市场倾斜
1.6,0.1,0.8693907507810216,0.6115311743729104,0.740460962576966,0.48092192515393195,市场倾斜,市场倾斜
1.6500000000000001,0.1,0.8789907877458589,0.6142574893638294,0.7466241385548442,0.4932482771096883,市场倾斜,市场倾斜
1.7000000000000002,0.1,0.8876971872019465,0.6167194753158975,0.7522083312589221,0.504416662517844,市场倾斜,市场倾斜
1.75,0.1,0.8956212963740982,0.6189514087666366,0.7572863525703674,0.5145727051407347,市场倾斜,市场倾斜
1.8,0.1,0.90285583521923,0.6209816731681261,0.761918754193678,0.5238375083873561,市场倾斜,市场倾斜
1.85,0.1,0.9094789140487753,0.6228340465800257,0.7661564803144005,0.5323129606288011,市场倾斜,市场倾斜
1.9000000000000001,0.1,0.915556990364016,0.6245286479915052,0.7700428191777606,0.5400856383555213,市场倾斜,市场倾斜
1.9500000000000002,0.1,0.9211470932688423,0.6260826480294855,0.7736148706491639,0.5472297412983278,市场倾斜,市场倾斜
2.0,0.1,0.926298528274481,0.6275108125517006,0.7769046704130909,0.5538093408261816,市场倾斜,市场倾斜
2.0500000000000003,0.1,0.9310542050224959,0.6288259250042151,0.7799400650133554,0.559880130026711,市场倾斜,市场倾斜
2.1,0.1,0.9354516859794861,0.6300391191202447,0.7827454025498655,0.5654908050997308,市场倾斜,市场倾斜
2.15,0.1,0.9395240251151861,0.6311601441948353,0.7853420846550108,0.5706841693100214,市场倾斜,市场倾斜
2.2,0.1,0.9433004461057637,0.6321975789025365,0.7877490125041501,0.5754980250083002,市场倾斜,市场倾斜
2.25,0.1,0.9468068962537757,0.6331590053239835,0.7899829507888796,0.5799659015777592,市场倾斜,市场倾斜
2.3000000000000003,0.1,0.9500665029794249,0.6340511518366714,0.7920588274080481,0.5841176548160962,市场倾斜,市场倾斜
2.35,0.1,0.9530999530920182,0.6348800113806591,0.7939899822363387,0.5879799644726773,市场倾斜,市场倾斜
2.4000000000000004,0.1,0.9559258102447508,0.6356509400582833,0.795788375151517,0.591576750303034,市场倾斜,市场倾斜
2.45,0.1,0.9585607824504327,0.6363687398882524,0.7974647611693426,0.5949295223386851,市场倾斜,市场倾斜
2.5,0.1,0.9610199489153082,0.6370377286879654,0.7990288388016368,0.5980576776032736,市场倾斜,市场倾斜
0.0,0.15000000000000002,0.500000000000002,0.5000000000000029,0.5000000000000024,4.884981308350689e-15,双平台共存,双平台共存
0.05,0.15000000000000002,0.5000000000000094,0.5000000000000164,0.5000000000000129,2.5868196473766147e-14,双平台共存,双平台共存
0.1,0.15000000000000002,0.5000000000009525,0.5000000000011665,0.5000000000010595,2.1189716647995738e-12,双平台共存,双平台共存
0.15000000000000002,0.15000000000000002,0.5000000000322739,0.5000000000322739,0.5000000000322739,6.454770051789183e-11,双平台共存,双平台共存
0.2,0.15000000000000002,0.5000000006207663,0.5000000005375993,0.5000000005791828,1.1583656256419772e-09,双平台共存,双平台共存
0.25,0.15000000000000002,0.5000000083190154,0.5000000064438817,0.5000000073814486,1.4762897015963006e-08,双平台共存,双平台共存
0.30000000000000004,0.15000000000000002,0.5000000862671246,0.500000061000069,0.5000000736335968,1.4726719355095952e-07,双平台共存,双平台共存
0.35000000000000003,0.15000000000000002,0.5000007366088246,0.5000004822236708,0.5000006094162477,1.218832495375466e-06,双平台共存,双平台共存
0.4,0.15000000000000002,0.5000053918832215,0.5000033018406616,0.5000043468619415,8.693723883013149e-06,双平台共存,双平台共存
0.45,0.15000000000000002,0.5000347829155822,0.5000200819256966,0.5000274324206394,5.486484127881219e-05,双平台共存,双平台共存
0.5,0.15000000000000002,0.5002016412692668,0.5001104434757732,0.50015604237252,0.0003120847450399644,双平台共存,双平台共存
0.55,0.15000000000000002,0.5010643460874743,0.5005558371886858,0.50081009163808,0.001620183276160092,双平台共存,双平台共存
0.6000000000000001,0.15000000000000002,0.5051410942083093,0.5025706092288116,0.5038558517185605,0.007711703437120909,双平台共存,双平台共存
0.65,0.15000000000000002,0.5222950803917453,0.5107151181944456,0.5165050992930955,0.03301019858619092,双平台共存,双平台共存
0.7000000000000001,0.15000000000000002,0.5767394605356626,0.5357199707427032,0.5562297156391829,0.11245943127836577,双平台共存,双平台共存
0.75,0.15000000000000002,0.6601614517855002,0.5734358157573927,0.6167986337714464,0.2335972675428929,市场倾斜,市场倾斜
0.8,0.15000000000000002,0.7202882277257119,0.600209309430789,0.6602487685782504,0.32049753715650087,市场倾斜,市场倾斜
0.8500000000000001,0.15000000000000002,0.760229703325904,0.6174341812619863,0.6888319422939452,0.37766388458789035,市场倾斜,市场倾斜
0.9,0.15000000000000002,0.7905660944367275,0.6301419527257474,0.7103540235812374,0.4207080471624749,市场倾斜,市场倾斜
0.9500000000000001,0.15000000000000002,0.815177539367655,0.6402194660909072,0.727698502729281,0.4553970054585622,市场倾斜,市场倾斜
1.0,0.15000000000000002,0.835754532210027,0.6484863994102386,0.7421204658101328,0.4842409316202656,市场倾斜,市场倾斜
1.05,0.15000000000000002,0.8532670569699129,0.6554070200226969,0.7543370384963048,0.5086740769926098,市场倾斜,市场倾斜
1.1,0.15000000000000002,0.8683578236762788,0.6612844648704809,0.7648211442733799,0.5296422885467597,市场倾斜,市场倾斜
1.1500000000000001,0.15000000000000002,0.8814847851027887,0.6663314366298658,0.7739081108663273,0.5478162217326545,市场倾斜,市场倾斜
1.2000000000000002,0.15000000000000002,0.8929890793713477,0.6707038792208807,0.7818464792961142,0.5636929585922285,市场倾斜,市场倾斜
1.25,0.15000000000000002,0.9031329615522254,0.6745197494967762,0.7888263555245008,0.5776527110490016,市场倾斜,市场倾斜
1.3,0.15000000000000002,0.912122962638367,0.6778704495329575,0.7949967060856622,0.5899934121713245,市场倾斜,市场倾斜
1.35,0.15000000000000002,0.9201248819123218,0.6808281976886612,0.8004765398004915,0.600953079600983,市场倾斜,市场倾斜
1.4000000000000001,0.15000000000000002,0.9272739233217097,0.6834509838441862,0.805362453582948,0.6107249071658959,市场倾斜,市场倾斜
1.4500000000000002,0.15000000000000002,0.9336817895720629,0.6857860123703621,0.8097339009712126,0.619467801942425,市场倾斜,市场倾斜
1.5,0.15000000000000002,0.9394417905122467,0.6878721602724645,0.8136569753923556,0.6273139507847112,市场倾斜,市场倾斜
1.55,0.15000000000000002,0.9446326109578561,0.689741772929425,0.8171871919436405,0.6343743838872811,市场倾斜,市场倾斜
1.6,0.15000000000000002,0.9493211472925533,0.6914220019986809,0.820371574645617,0.6407431492912342,市场倾斜,市场倾斜
1.6500000000000001,0.15000000000000002,0.9535646811327961,0.6929358194009474,0.8232502502668717,0.6465005005337435,市场倾斜,市场倾斜
1.7000000000000002,0.15000000000000002,0.957412570878674,0.6943027974272113,0.8258576841529427,0.6517153683058854,市场倾斜,市场倾斜
1.75,0.15000000000000002,0.9609075860361145,0.6955397169396358,0.8282236514878751,0.6564473029757503,市场倾斜,市场倾斜
1.8,0.15000000000000002,0.9640869724383049,0.6966610472025119,0.8303740098204084,0.6607480196408168,市场倾斜,市场倾斜
1.85,0.15000000000000002,0.9669833117549428,0.6976793284900271,0.8323313201224849,0.6646626402449699,市场倾斜,市场倾斜
1.9000000000000001,0.15000000000000002,0.9696252216682579,0.6986054801195785,0.8341153508939182,0.6682307017878364,市场倾斜,市场倾斜
1.9500000000000002,0.15000000000000002,0.9720379311737142,0.6994490506228309,0.8357434908982726,0.6714869817965451,市场倾斜,市场倾斜
2.0,0.15000000000000002,0.9742437569630904,0.7002184225506851,0.8372310897568878,0.6744621795137755,市场倾斜,市场倾斜
2.0500000000000003,0.15000000000000002,0.9762625006911811,0.7009209813691275,0.8385917410301543,0.6771834820603087,市场倾斜,市场倾斜
2.1,0.15000000000000002,0.9781117824045085,0.7015632556821421,0.8398375190433253,0.6796750380866505,市场倾斜,市场倾斜
2.15,0.15000000000000002,0.9798073220442594,0.7021510343747663,0.8409791782095128,0.6819583564190257,市场倾斜,市场倾斜
2.2,0.15000000000000002,0.9813631784003676,0.702689465039793,0.8420263217200803,0.6840526434401606,市场倾斜,市场倾斜
2.25,0.15000000000000002,0.9827919529631253,0.703183137121749,0.8429875450424371,0.6859750900848742,市场倾斜,市场倾斜
2.3000000000000003,0.15000000000000002,0.9841049646337401,0.7036361525016765,0.8438705585677083,0.6877411171354166,市场倾斜,市场倾斜
2.35,0.15000000000000002,0.9853124001023505,0.7040521856991016,0.844682292900726,0.6893645858014521,市场倾斜,市场倾斜
2.4000000000000004,0.15000000000000002,0.9864234437990829,0.7044345354423884,0.8454289896207356,0.6908579792414713,市场倾斜,市场倾斜
2.45,0.15000000000000002,0.9874463906109163,0.7047861690257282,0.8461162798183223,0.6922325596366445,市场倾斜,市场倾斜
2.5,0.15000000000000002,0.9883887439901327,0.7051097606083154,0.846749252299224,0.6934985045984481,市场倾斜,市场倾斜
0.0,0.2,0.500000000000002,0.5000000000000033,0.5000000000000027,5.329070518200751e-15,双平台共存,双平台共存
0.05,0.2,0.5000000000000476,0.500000000000095,0.5000000000000713,1.4266365866433262e-13,双平台共存,双平台共存
0.1,0.2,0.5000000000094754,0.5000000000134002,0.5000000000114377,2.2875590310889038e-11,双平台共存,双平台共存
0.15000000000000002,0.2,0.5000000005375993,0.5000000006207663,0.5000000005791828,1.1583656256419772e-09,双平台共存,双平台共存
0.2,0.2,0.5000000159438525,0.5000000159438525,0.5000000159438525,3.188770492101867e-08,双平台共存,双平台共存
0.25,0.2,0.5000003124680215,0.5000002794798948,0.5000002959739581,5.919479162397323e-07,双平台共存,双平台共存
0.30000000000000004,0.2,0.5000045616757464,0.5000037245926503,0.5000041431341984,8.286268396662244e-06,双平台共存,双平台共存
0.35000000000000003,0.2,0.5000532304162452,0.5000402384125135,0.5000467344143793,9.346882875871376e-05,双平台共存,双平台共存
0.4,0.2,0.5005189167428378,0.5003669296101536,0.5004429231764957,0.0008858463529913818,双平台共存,双平台共存
0.45,0.2,0.5043275112534459,0.5028850440961383,0.503606277674792,0.007212555349584204,双平台共存,双平台共存
0.5,0.2,0.5299277214423277,0.5189400927765284,0.524433907109428,0.04886781421885611,双平台共存,双平台共存
0.55,0.2,0.6215905272723639,0.5741525410013614,0.5978715341368626,0.19574306827372523,双平台共存,双平台共存
0.6000000000000001,0.2,0.7080121678392532,0.6244457336550718,0.6662289507471626,0.3324579014943251,市场倾斜,市场倾斜
0.65,0.2,0.7579922669757919,0.6517263551318359,0.7048593110538139,0.4097186221076278,市场倾斜,市场倾斜
0.7000000000000001,0.2,0.7939340521478101,0.670293315747576,0.732113683947693,0.4642273678953861,市场倾斜,市场倾斜
0.75,0.2,0.8222385753872913,0.6843186951970326,0.7532786352921619,0.5065572705843239,市场倾斜,市场倾斜
0.8,0.2,0.8453271510580084,0.6953730943642394,0.7703501227111239,0.5407002454222478,市场倾斜,市场倾斜
0.8500000000000001,0.2,0.8645527224784912,0.7043130450414403,0.7844328837599658,0.5688657675199316,市场倾斜,市场倾斜
0.9,0.2,0.8807922021432307,0.7116773364284715,0.7962347692858511,0.5924695385717023,市场倾斜,市场倾斜
0.9500000000000001,0.2,0.8946568277704103,0.7178296899545278,0.8062432588624691,0.6124865177249381,市场倾斜,市场倾斜
1.0,0.2,0.9065931975332601,0.7230273665688206,0.8148102820510403,0.6296205641020807,市场倾斜,市场倾斜
1.05,0.2,0.9169389518891873,0.7274587583421359,0.8221988551156616,0.6443977102313232,市场倾斜,市场倾斜
1.1,0.2,0.9259560950144045,0.7312656397165673,0.828610867365486,0.6572217347309718,市场倾斜,市场倾斜
1.1500000000000001,0.2,0.9338521561402049,0.7345570889539409,0.834204622547073,0.6684092450941458,市场倾斜,市场倾斜
1.2000000000000002,0.2,0.9407942641724123,0.7374185823686699,0.8391064232705411,0.6782128465410822,市场倾斜,市场倾斜
1.25,0.2,0.9469188636961988,0.7399181467699889,0.8434185052330938,0.6868370104661877,市场倾斜,市场倾斜
1.3,0.2,0.9523386304477097,0.7421106445461009,0.8472246374969052,0.6944492749938106,市场倾斜,市场倾斜
